Probability_0,Probability_1,Probability_2
5.445340986387057e-16,0.9999933346024388,6.665397560779293e-06
0.99970767746318,1.25002621387717e-15,0.0002923225368185999
0.9999905179486223,1.9293288895166716e-19,9.482051377704207e-06
0.0034591371819918766,1.0592569392668234e-06,0.9965398035610687
8.917233846655856e-11,0.996522693185205,0.0034773067256225892
0.9999999997459228,5.983805520265477e-29,2.5407709988023657e-10
1.0556112642512599e-09,0.9228306060963255,0.07716939284806323
0.9999999997126419,6.38102873886337e-29,2.873581474922997e-10
9.891749451883966e-05,8.806005020787354e-06,0.9998922765004604
0.9999937493087168,9.527511491915469e-21,6.25069128335642e-06
2.8207783314673e-11,0.9685929564173019,0.03140704355449035
9.509836601439591e-08,0.15280814508476043,0.8471917598168737
0.0039324840140788735,5.3306738550508713e-08,0.9960674626791824
2.981957677884066e-07,0.017097176408645876,0.9829025253955862
0.9722145159655778,2.5376840251393076e-11,0.027785484009045517
3.0720957430179388e-15,0.9987670856436823,0.0012329143563145758
9.708281007723177e-06,0.0010236653739316415,0.9989666263450606
0.9998699362093886,4.7235443054135196e-18,0.00013006379061146467
1.4401491101954328e-23,0.9999999988412345,1.1587656202584787e-09
1.1620570773182759e-16,0.9999981640255551,1.8359744446993728e-06
1.743318750576322e-11,0.9957879677781272,0.004212032204439798
3.857349662507297e-10,0.9847257026448833,0.015274296969381556
0.9999999991269828,3.94753305348889e-29,8.730172543019222e-10
0.9999999989256807,1.149112872751922e-29,1.074319270940961e-09
3.404612681226141e-22,0.9999999988160677,1.183932350472767e-09
1.2439686826040522e-15,0.9999830805151205,1.691948487808883e-05
0.9999817168016576,3.7975152410335485e-19,1.8283198342509315e-05
5.643722680366328e-07,0.0006561608116846516,0.9993432748160473
1.3168625786982795e-05,0.1716896547589965,0.8282971766152166
4.044929295239654e-06,0.01523386086822554,0.9847620942024792
0.9993584685372354,1.548672394822634e-15,0.0006415314627629348
0.9998115673020586,1.0215633479976651e-17,0.0001884326979413874
1.0863644949150635e-12,0.9994068266654971,0.0005931733334166555
1.5689934371937436e-05,0.00044743272783687475,0.9995368773377912
3.2238703074209533e-22,0.99999999778484,2.2151600225567633e-09
